alert_id,ip_address,ip_address_v6,mac_address,report_date,assigned_to,severity,incident_type,description,suggested_solution,recommended_playbook
40,197.199.27.173,4645:8086:b7a4:3ebb:987d:5375:5a26:a691,08-D3-24-5D-D6-01,2/22/2022,Rick (Lvl 3 Analyst),Medium,Passive Threat Detection (Traffic from known Bad IP),Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Get-Recipients-EmailMessageID-containing-URL
41,251.81.226.7,367a:41fa:9db9:3ffa:34ac:a6ce:ae5e:6412,18-DA-93-5C-9A-5F,12/9/2021,Rick (Lvl 3 Analyst),Medium,Incident Response (Breach),"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Run-MDEAntivirus
42,163.15.224.69,78cf:5857:b594:2853:739a:1a80:11ef:e5f,C0-FB-A0-16-AD-56,11/3/2021,Morty (Lvl 1 Analyst),High,Passive Threat Detection (Maicious URL),"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.","Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Watchlist-ChangeIncidentSeverityandTitleIFUserVIP
43,126.243.42.79,99c1:f574:33f7:777:4aef:8cbf:62df:aa4f,7E-A0-27-30-5C-71,6/9/2021,Rick (Lvl 3 Analyst),Medium,Infrastructure Maintenance/Development,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Get-AD4IoTDeviceCVEs
44,242.212.97.30,723d:2e6a:670d:e884:9509:f4fe:d729:a21a,19-04-F0-E0-F5-E9,9/6/2021,Summer (Lvl 2 Analyst),Mild,Incident Response (Breach),"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.","In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",Run-MDEAntivirus
45,36.235.114.14,e4b0:7d1b:80c7:f5a5:793f:8b3:f105:8de4,A7-FF-DC-1D-9F-BD,9/9/2021,Morty (Lvl 1 Analyst),Mild,Passive Threat Detection (Failed Brute Force Attempt),"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Get-MerakiData-OrgSecurityEvents
46,98.62.176.175,b928:6273:96f6:8ea:8748:45c:5239:a5db,7A-B4-80-80-B2-AC,2/25/2022,Rick (Lvl 3 Analyst),Mild,Infrastructure Maintenance/Development,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.","Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Send-IngestionCostAnomalyAlert
47,28.1.51.129,8511:d6d4:6d9c:5564:cf09:b4db:ecb9:5f,8E-12-30-D5-10-5C,6/29/2021,Summer (Lvl 2 Analyst),Medium,Passive Threat Detection (Failed Brute Force Attempt),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Get-GeoFromIPandTagIncident-EmailAlertBasedonGeo
48,99.232.157.10,e2ec:3a4e:d208:d057:ec0a:4bea:d161:cd72,D6-04-DE-80-BC-EE,9/19/2021,Morty (Lvl 1 Analyst),Medium,Infrastructure Maintenance/Development,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Send-IngestionCostAnomalyAlert
49,187.33.164.181,d289:7b5c:dd75:631a:4674:f64a:208:941a,F4-B0-C8-D7-0A-37,8/31/2021,Morty (Lvl 1 Analyst),High,Passive Threat Detection (Traffic from known Bad IP),Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",AD4IoT-AutoCloseIncidents
50,201.151.184.123,f75a:1151:dd9c:ec8c:f50:9040:3c65:c379,60-C4-75-18-E2-14,10/17/2021,Rick (Lvl 3 Analyst),Critical,Incident Response (Breach),"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.","In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Restrict-MDEDomain
51,157.43.75.68,f0f0:1c02:2503:e2d9:227d:fbe3:a44e:688a,03-4B-26-1D-31-1D,1/18/2022,Summer (Lvl 2 Analyst),High,Infrastructure Maintenance/Development,In congue. Etiam justo. Etiam pretium iaculis justo.,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Send-Teams-adaptive-card-on-incident-creation
52,67.57.167.143,55b3:414b:35c0:8cb:9c2a:7cf9:b4e7:3ef7,46-CF-30-F3-74-31,3/19/2022,Morty (Lvl 1 Analyst),High,Passive Threat Detection (Maicious URL),"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.","Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Comment-OriginAlertURL
53,242.17.220.65,ff51:34a3:8b40:30ff:65a2:df69:ed32:a0e3,69-59-E6-F2-3F-58,6/5/2021,Morty (Lvl 1 Analyst),Critical,Forensics,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Get-CompromisedPasswords
54,108.15.20.159,9950:fcb6:7a60:bb:4eac:7a30:4e8a:a9bd,23-09-6B-54-A5-1E,6/19/2021,Rick (Lvl 3 Analyst),High,Passive Threat Detection (Failed Brute Force Attempt),"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",IncidentUpdate -Get-SentinelAlertsEvidence
55,44.246.221.7,e80f:2302:bd4d:1f93:8bad:5ac3:846e:e44f,BA-32-7B-F5-4E-5E,1/10/2022,Rick (Lvl 3 Analyst),Critical,Infrastructure Maintenance/Development,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",Ingest-CanaryTokens
56,72.139.118.89,d939:6414:382:4423:f9d7:61ba:3a8e:1254,82-E5-EC-2F-81-CF,3/9/2022,Rick (Lvl 3 Analyst),Mild,Passive Threat Detection (Failed Brute Force Attempt),"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.","Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Resolve-McasInfrequentCountryAlerts
57,173.20.120.38,b26f:f3e7:9376:6ff:8b59:1e45:fa05:cc51,70-7D-2B-6C-84-F2,10/26/2021,Summer (Lvl 2 Analyst),Critical,Incident Response (Breach),"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Notify-ASCAlertAzureResource
58,13.109.190.147,4671:a0c6:6084:e273:df34:e692:51e5:698a,66-BE-D4-EB-74-B2,10/9/2021,Summer (Lvl 2 Analyst),Critical,Passive Threat Detection (Traffic from known Bad IP),"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.","Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Watchlist-CloseIncidentKnownIPs
59,170.34.176.180,6f22:e8d9:9d35:d4ac:6c3b:c2dc:ce2c:f3e5,42-63-8A-C9-F5-0C,11/29/2021,Morty (Lvl 1 Analyst),Critical,Forensics,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Get-GeoFromIPandTagIncident-EmailAlertBasedonGeo
60,167.238.130.170,60fe:a5ad:cd01:193f:493f:3dec:f47:a0eb,BD-4C-30-47-0D-91,6/14/2021,Rick (Lvl 3 Analyst),Mild,Infrastructure Maintenance/Development,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.","Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",Get-VirusTotalURLReport
61,217.196.231.141,44d9:8636:9a7e:c0c9:d4c8:c44a:bbd2:25f4,7E-EE-97-4E-1A-DC,7/11/2021,Summer (Lvl 2 Analyst),Critical,Passive Threat Detection (Traffic from known Bad IP),"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Ingest-Prisma
62,28.135.188.222,6893:62d2:df8e:54:8b57:5615:9ff7:e93a,85-E1-11-50-12-CE,6/25/2021,Summer (Lvl 2 Analyst),Critical,Passive Threat Detection (Failed Brute Force Attempt),"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.","Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Get-MerakiData-ConfigurationChanges
63,100.201.223.167,627d:bd5c:9dbf:4c0f:c066:7d91:877d:3541,7C-C1-24-56-B5-DA,4/23/2022,Summer (Lvl 2 Analyst),Mild,Passive Threat Detection (Maicious URL),Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",AD4IoT-TritonDetectionAndResponse
64,206.233.209.110,951d:9de6:615b:b7dd:a950:3b47:df89:7b5,F1-C1-84-20-1B-21,2/24/2022,Morty (Lvl 1 Analyst),High,Incident Response (Phishing),Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Dismiss_Upstream_Events
65,188.248.189.86,37b0:d356:e8b2:a277:2070:51f6:b3c1:8cc5,77-B4-16-9F-B6-66,7/15/2021,Rick (Lvl 3 Analyst),High,Active Threat Hunting,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.","In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",Save-NamedLocations
66,212.213.101.11,5106:c761:596a:41d2:176f:3c3d:6d30:7724,D8-D1-A3-42-41-22,4/27/2022,Rick (Lvl 3 Analyst),Mild,Incident Response (Phishing),"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Get-AD4IoTDeviceCVEs
67,204.250.178.85,dd74:1e0f:e00f:16a2:672a:5d05:39b9:3829,C7-02-BE-88-94-9C,6/3/2021,Summer (Lvl 2 Analyst),Mild,Incident Response (Breach),"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.","Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Affected-Key-Credentials-CVE-2021-42306
